EmpName,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Arthur Mendoza,0.59,0.55,4.0,138.0,2.0,0,0,marketing,high
Cora Bryant,0.99,0.95,3.0,153.0,4.0,0,0,marketing,high
Albert Cobb,0.79,0.75,4.0,168.0,3.0,0,0,sales,high
Shawn Reed,0.96,0.37,3.0,111.0,2.0,0,0,sales,high
Lenora Park,0.54,0.67,3.0,154.0,2.0,0,0,sales,high
Don Porter,0.79,0.84,4.0,171.0,3.0,0,0,sales,low
Russell Rodriquez,0.64,0.79,3.0,253.0,2.0,0,0,sales,low
Betty Parsons,0.65,0.53,4.0,160.0,3.0,0,0,sales,low
Marguerite Jackson,0.87,0.86,3.0,196.0,4.0,0,0,sales,low
Matilda Stewart,0.7,0.59,4.0,178.0,3.0,0,0,sales,low
Steve Clark,0.89,0.81,3.0,268.0,3.0,0,0,sales,low
Bryan Flowers,0.61,0.58,6.0,146.0,3.0,0,0,sales,low
Donald Greer,0.9,0.49,4.0,185.0,2.0,0,0,sales,low
Estella Wong,0.49,0.54,4.0,247.0,3.0,1,0,sales,medium
Amanda Colon,0.85,0.97,4.0,210.0,2.0,0,0,sales,medium
Verna Brooks,0.54,0.58,3.0,234.0,3.0,0,0,sales,medium
Nellie Aguilar,0.64,0.57,4.0,271.0,2.0,0,0,sales,medium
Noah Harvey,0.81,0.77,5.0,102.0,5.0,0,0,sales,medium
Willie Freeman,0.49,0.66,3.0,163.0,3.0,0,0,sales,medium
Lena Rowe,0.58,0.57,3.0,144.0,4.0,1,0,sales,medium
Christopher Vega,0.62,0.49,3.0,172.0,3.0,0,0,sales,medium
Joshua Norton,0.8,0.84,3.0,203.0,3.0,1,0,accounting,medium
Benjamin James,0.64,0.64,3.0,192.0,3.0,1,0,accounting,medium
Josie Walton,0.81,0.86,5.0,159.0,2.0,0,0,accounting,medium
Manuel West,0.8,0.74,3.0,159.0,2.0,0,0,hr,medium
Seth Brown,0.92,0.81,4.0,206.0,2.0,0,0,hr,medium
Travis Clarke,0.66,0.98,4.0,225.0,2.0,1,0,hr,medium
Tillie Gregory,0.79,0.89,3.0,252.0,2.0,0,0,hr,medium
Phoebe Norton,0.74,0.54,6.0,113.0,3.0,0,0,technical,medium
Lillie Martin,0.79,0.74,3.0,238.0,2.0,0,0,technical,medium
Jacob Chambers,0.87,0.94,3.0,217.0,3.0,0,0,technical,medium
Joshua Gutierrez,0.49,0.57,4.0,145.0,2.0,0,0,technical,medium
Elnora Horton,0.3,0.44,5.0,128.0,4.0,1,0,technical,medium
Augusta Williams,0.85,0.89,4.0,177.0,3.0,0,0,technical,medium
Jack Lewis,0.61,0.97,4.0,256.0,4.0,0,0,technical,medium
Don Steele,0.68,0.55,3.0,182.0,3.0,1,0,technical,medium
Callie Bell,0.67,0.67,4.0,226.0,2.0,0,0,technical,high
Mayme Garner,0.63,0.73,5.0,168.0,3.0,0,0,technical,low
Katharine Carter,0.63,0.94,4.0,145.0,3.0,0,0,technical,medium
Augusta Richards,0.5,0.88,4.0,172.0,4.0,0,0,support,medium
Estella Stone,0.7,0.55,4.0,233.0,2.0,0,0,support,medium
Eva Miller,0.18,0.46,5.0,202.0,4.0,0,0,support,medium
Jordan Banks,0.77,0.55,5.0,255.0,2.0,0,0,support,medium
Hilda Swanson,0.78,0.61,3.0,257.0,3.0,0,0,support,medium
Amy Arnold,0.54,0.77,3.0,185.0,3.0,0,0,support,medium
Adrian Webb,0.9,0.69,3.0,231.0,4.0,0,0,support,medium
Dean Santiago,0.56,0.76,3.0,207.0,2.0,0,0,support,medium
Walter Waters,0.63,0.81,3.0,215.0,3.0,0,0,support,medium
Eugenia Blake,0.68,0.75,5.0,243.0,3.0,1,0,support,low
Eliza Johnson,0.96,0.54,3.0,198.0,3.0,0,0,support,low
Jacob Townsend,0.85,0.87,6.0,232.0,6.0,0,0,technical,low
Emma Parks,0.82,0.66,4.0,150.0,3.0,0,0,technical,low
Josephine Burton,0.44,0.39,2.0,188.0,3.0,0,0,technical,low
Micheal Craig,0.86,0.97,4.0,155.0,3.0,0,0,management,low
Violet Stewart,0.56,0.68,3.0,109.0,3.0,0,0,IT,low
Justin Stone,0.69,0.94,3.0,170.0,3.0,0,0,IT,high
Dominic Craig,0.91,0.85,5.0,214.0,2.0,0,0,IT,low
Rosie Poole,0.99,0.94,3.0,244.0,3.0,0,0,IT,high
Grace Ball,0.76,0.84,5.0,137.0,4.0,0,0,IT,high
Winnie Poole,0.63,0.67,5.0,250.0,2.0,0,0,product_mng,low
Douglas Johnson,0.21,0.62,4.0,247.0,3.0,1,0,product_mng,low
Amy Hughes,0.63,0.43,2.0,222.0,4.0,0,0,product_mng,high
Fanny Griffith,0.58,0.51,2.0,100.0,2.0,0,0,product_mng,low
Inez McDonald,0.52,0.84,4.0,212.0,3.0,0,0,IT,medium
Betty Osborne,0.89,0.64,3.0,184.0,5.0,0,0,RandD,high
Dollie Howell,0.81,0.81,4.0,177.0,3.0,0,0,RandD,medium
Herman Malone,0.62,0.73,3.0,138.0,3.0,0,0,RandD,medium
Stephen Hodges,0.83,0.5,4.0,167.0,3.0,1,0,RandD,medium
Hulda Long,0.85,0.99,3.0,201.0,3.0,0,0,RandD,medium
Iva Frank,0.52,0.61,5.0,162.0,3.0,0,0,marketing,high
Keith Martinez,0.57,0.97,5.0,126.0,5.0,0,0,sales,medium
Carl Ballard,0.93,1.0,4.0,145.0,3.0,0,0,accounting,medium
George Roberts,0.78,0.89,3.0,211.0,3.0,0,0,support,medium
Carl Hill,0.65,0.59,3.0,167.0,2.0,0,0,technical,high
Bernard Goodman,0.42,0.74,5.0,256.0,6.0,0,0,management,medium
Brian Vaughn,0.22,0.61,6.0,237.0,5.0,0,0,marketing,high
Mina McCoy,0.71,0.96,5.0,135.0,4.0,1,0,marketing,low
Stella Salazar,0.44,0.68,5.0,209.0,4.0,0,0,marketing,medium
Larry Rowe,0.6,0.52,4.0,190.0,3.0,0,0,sales,medium
Delia Wagner,0.68,0.61,3.0,134.0,4.0,0,0,sales,medium
Chase Griffin,0.53,0.41,2.0,148.0,2.0,1,0,sales,medium
Willie Hughes,0.8,0.82,4.0,202.0,3.0,0,0,sales,low
Cody Bell,0.97,0.82,4.0,176.0,2.0,0,0,sales,low
Ann Allen,0.47,0.47,2.0,221.0,6.0,0,0,sales,low
Craig Davidson,0.96,0.93,3.0,156.0,3.0,0,0,sales,low
Effie Fisher,0.81,0.45,6.0,98.0,3.0,0,0,sales,low
Lula Medina,0.86,0.65,4.0,134.0,4.0,0,0,sales,low
Devin Mullins,0.59,0.82,4.0,203.0,4.0,1,0,sales,low
Rosalie Bradley,0.53,0.97,3.0,189.0,3.0,0,0,sales,low
Elmer Roberts,0.57,0.86,3.0,258.0,2.0,0,0,sales,low
Mildred Cole,0.7,0.48,4.0,237.0,3.0,0,0,sales,low
Steve Colon,0.58,0.59,4.0,224.0,3.0,0,0,sales,high
Roy Holland,0.43,0.86,5.0,125.0,3.0,1,0,sales,low
Timothy Willis,0.92,0.82,4.0,207.0,4.0,0,0,sales,low
Allen Pierce,0.24,0.7,5.0,194.0,3.0,0,0,sales,low
Addie Ramsey,0.67,0.52,3.0,273.0,3.0,0,0,sales,low
Sara Boone,0.68,0.84,3.0,209.0,3.0,0,0,sales,high
Bobby Austin,0.54,0.75,3.0,181.0,3.0,0,0,accounting,low
Nicholas Hunt,0.73,0.63,3.0,172.0,4.0,1,0,accounting,low
Augusta Lambert,0.59,0.41,4.0,139.0,3.0,0,0,accounting,low
Jerome French,0.22,0.64,6.0,260.0,4.0,0,0,hr,high
Fannie Harrington,0.49,0.83,3.0,168.0,4.0,1,0,hr,low
Lura Castillo,0.91,1.0,6.0,242.0,3.0,1,0,hr,medium
Kate Grant,0.18,0.97,4.0,206.0,3.0,0,0,hr,high
Walter Nelson,0.71,0.41,5.0,107.0,4.0,0,0,technical,medium
Isaac Waters,0.56,0.66,5.0,216.0,2.0,0,0,technical,high
Corey Murphy,0.84,0.62,4.0,152.0,3.0,0,0,technical,medium
Timothy Casey,0.59,0.49,5.0,122.0,5.0,0,0,technical,medium
Lucas Carlson,0.88,0.62,4.0,138.0,3.0,0,0,technical,medium
Josephine Cross,0.8,0.52,3.0,182.0,2.0,0,0,technical,medium
Ollie McDonald,0.53,0.63,3.0,205.0,2.0,0,0,technical,medium
Loretta Cobb,0.53,0.83,3.0,267.0,4.0,0,0,technical,medium
Viola Johnston,0.3,0.67,3.0,150.0,2.0,0,0,technical,medium
Bill Patrick,0.91,0.7,4.0,134.0,2.0,0,0,technical,medium
Daisy Holmes,0.32,0.66,5.0,116.0,5.0,1,0,technical,high
Willie Fox,0.73,0.87,3.0,181.0,3.0,0,0,support,low
Cynthia Farmer,0.87,0.54,3.0,268.0,3.0,0,0,support,medium
Lucinda Todd,0.57,0.73,3.0,129.0,3.0,0,0,support,medium
Fred Wong,0.62,0.94,3.0,151.0,4.0,0,0,support,medium
Augusta Wilkerson,0.55,0.91,3.0,243.0,4.0,0,0,support,medium
Sallie Lawson,0.93,0.57,5.0,143.0,2.0,0,0,support,medium
Vincent McDaniel,0.3,0.47,6.0,156.0,2.0,1,0,support,medium
Shawn Carr,0.57,0.7,3.0,210.0,2.0,0,0,support,medium
Tom Curtis,0.9,0.85,4.0,279.0,6.0,0,0,support,medium
Herbert Norton,0.83,0.79,4.0,270.0,3.0,1,0,support,medium
Jorge Fields,0.38,0.64,5.0,160.0,3.0,0,0,support,high
Elizabeth Summers,0.97,0.95,4.0,173.0,2.0,0,0,technical,low
Dean Harrington,0.7,1.0,4.0,261.0,3.0,0,0,technical,low
Louise Griffith,0.26,0.73,4.0,178.0,6.0,0,0,technical,low
Tillie Medina,0.58,0.58,3.0,122.0,3.0,0,0,management,high
Claudia Underwood,0.69,0.57,5.0,227.0,4.0,0,0,IT,low
Allen Lane,0.88,0.6,2.0,168.0,3.0,0,0,IT,low
Eugenia Chandler,0.57,0.91,4.0,252.0,4.0,0,0,IT,low
Alta McKenzie,0.94,0.8,5.0,170.0,4.0,0,0,IT,high
Lucille Figueroa,0.94,0.58,3.0,135.0,3.0,0,0,IT,low
Don Klein,0.46,0.49,5.0,286.0,5.0,0,0,product_mng,low
Florence Davis,0.49,0.57,2.0,213.0,3.0,1,0,product_mng,low
Caleb Hanson,0.96,1.0,5.0,148.0,3.0,0,0,product_mng,low
Stephen Holland,0.29,0.95,5.0,117.0,4.0,0,0,product_mng,low
Hettie Fitzgerald,0.94,0.69,3.0,164.0,2.0,0,0,IT,low
Max Gibson,0.56,0.64,3.0,262.0,2.0,1,0,RandD,low
Micheal Snyder,0.18,0.49,5.0,250.0,5.0,1,0,RandD,medium
Elizabeth Owens,0.84,0.83,4.0,222.0,3.0,0,0,RandD,medium
Ann Santiago,0.58,0.96,3.0,192.0,4.0,0,0,RandD,medium
Julia Wolfe,0.21,0.6,5.0,151.0,6.0,0,0,RandD,medium
Carlos Sims,0.59,0.53,4.0,216.0,2.0,0,0,marketing,medium
Emma Mendez,0.66,0.65,3.0,234.0,2.0,0,0,marketing,medium
Louisa Shelton,0.58,0.82,4.0,268.0,3.0,0,0,sales,medium
Ethan Tate,0.66,0.49,4.0,194.0,5.0,0,0,accounting,medium
Marian Brewer,0.56,0.78,3.0,200.0,2.0,0,0,support,medium
Luis Frank,0.92,0.78,3.0,194.0,3.0,0,0,technical,medium
Matthew Morris,0.56,0.69,3.0,176.0,3.0,0,0,management,medium
Glen Alvarado,0.57,0.59,4.0,158.0,3.0,0,0,marketing,medium
Maggie Fowler,0.99,0.79,3.0,271.0,4.0,0,0,marketing,high
Lelia Kelley,0.76,0.93,4.0,187.0,4.0,0,0,marketing,low
Mamie Cole,0.78,0.91,4.0,202.0,2.0,0,0,sales,medium
Leroy Perez,0.99,0.48,5.0,202.0,2.0,0,0,sales,medium
Anne Ross,0.71,0.95,6.0,204.0,3.0,1,0,sales,medium
Florence Baker,0.51,0.96,4.0,204.0,3.0,1,0,sales,medium
Willie Delgado,0.88,0.82,3.0,244.0,3.0,0,0,sales,low
Jeanette Hogan,0.96,0.83,3.0,234.0,3.0,0,0,sales,low
Wayne Roberts,0.9,0.64,4.0,217.0,3.0,0,0,sales,low
Ernest Bryant,0.77,0.51,4.0,142.0,4.0,0,0,sales,low
Jesus Rowe,0.95,0.5,4.0,186.0,3.0,1,0,sales,low
Connor Page,0.85,0.67,3.0,267.0,2.0,1,0,sales,low
Lida Chambers,0.46,0.79,2.0,108.0,3.0,0,0,sales,low
Angel Hammond,0.57,0.95,3.0,274.0,4.0,0,0,sales,low
Teresa Salazar,0.93,1.0,3.0,148.0,4.0,0,0,sales,low
Clarence Holt,0.78,0.68,5.0,168.0,3.0,0,0,sales,low
Milton Boone,0.68,1.0,4.0,185.0,2.0,1,0,sales,low
Daniel Newman,0.83,0.78,3.0,257.0,2.0,0,0,sales,low
Myrtle Burgess,0.56,0.51,5.0,256.0,4.0,1,0,sales,low
Wesley Carpenter,0.93,0.78,2.0,188.0,2.0,0,0,sales,low
Jared Hammond,0.13,0.53,6.0,173.0,4.0,0,0,sales,low
Jesse Castillo,0.71,0.99,5.0,208.0,2.0,1,0,accounting,low
Kate Moss,0.98,0.74,4.0,202.0,3.0,0,0,accounting,low
Ethel Norton,0.83,0.82,3.0,134.0,3.0,0,0,accounting,low
Estella Newton,0.78,0.65,3.0,154.0,2.0,0,0,hr,low
Etta Moore,0.35,0.58,3.0,103.0,3.0,0,0,hr,low
Leonard Chapman,0.67,0.55,4.0,256.0,6.0,0,0,hr,low
Bill Bishop,0.86,0.88,4.0,274.0,3.0,0,0,hr,medium
Melvin Cobb,0.33,0.61,2.0,163.0,3.0,0,0,technical,medium
Mollie Thornton,0.3,0.86,6.0,232.0,3.0,0,0,technical,medium
Adele Marshall,0.75,0.63,4.0,268.0,3.0,0,0,technical,medium
Julian Townsend,0.8,0.98,3.0,209.0,3.0,0,0,technical,medium
Ronald Gonzales,0.98,0.53,5.0,238.0,3.0,0,0,technical,medium
Nelle Mullins,0.72,0.48,3.0,155.0,2.0,0,0,technical,medium
Mattie Cross,0.82,0.52,5.0,270.0,3.0,0,0,technical,medium
Sylvia Kelly,0.91,0.59,3.0,134.0,2.0,1,0,technical,medium
Christopher Welch,0.84,0.78,3.0,221.0,3.0,1,0,technical,medium
Todd Brock,0.95,0.74,4.0,258.0,3.0,0,0,technical,medium
Arthur Walsh,0.53,0.51,6.0,272.0,5.0,0,0,technical,medium
Maggie Olson,0.5,0.5,4.0,184.0,3.0,0,0,support,high
Herman Carlson,0.36,0.95,6.0,276.0,2.0,0,0,support,low
Jeremy Hansen,0.33,0.38,4.0,186.0,3.0,0,0,support,medium
Blake Logan,0.38,0.47,3.0,189.0,5.0,0,0,support,medium
Herman Salazar,0.7,0.9,3.0,224.0,3.0,0,0,support,medium
Tommy Hudson,0.44,0.45,6.0,237.0,6.0,0,0,support,medium
Peter Brooks,0.32,0.66,3.0,144.0,2.0,0,0,support,low
Walter Wright,0.63,0.93,6.0,171.0,3.0,1,0,support,low
Shane Taylor,0.56,0.54,3.0,232.0,2.0,0,0,support,low
Rosalie Chandler,0.56,0.78,4.0,193.0,2.0,1,0,support,low
Lulu Taylor,0.81,0.78,3.0,166.0,2.0,0,0,support,low
Sallie Valdez,0.89,0.75,3.0,167.0,2.0,0,0,technical,low
Irene Evans,0.63,0.87,2.0,101.0,3.0,0,0,technical,low
Allie Nash,0.64,0.66,5.0,266.0,3.0,0,0,technical,low
Julia Henry,0.46,0.53,3.0,135.0,2.0,0,0,management,low
Willie Dawson,0.76,0.56,4.0,137.0,3.0,0,0,IT,low
Anne Lamb,0.99,0.71,3.0,191.0,3.0,0,0,IT,low
Mittie Nunez,0.85,0.76,4.0,262.0,2.0,0,0,IT,low
Emma Ortiz,0.78,0.99,3.0,174.0,3.0,0,0,IT,low
Christine Moss,0.91,0.56,4.0,241.0,2.0,0,0,IT,low
Phoebe Poole,0.16,0.57,5.0,144.0,4.0,1,0,product_mng,low
Mildred Ortega,0.71,0.57,3.0,218.0,3.0,0,0,product_mng,low
Gussie Diaz,0.92,0.68,5.0,210.0,2.0,0,0,product_mng,low
Josephine Wright,0.21,0.98,6.0,208.0,5.0,1,0,product_mng,low
Leah Rios,0.74,0.6,3.0,232.0,3.0,0,0,IT,low
Cynthia Burgess,0.76,0.6,3.0,140.0,2.0,0,0,RandD,low
Clyde Matthews,0.62,0.95,3.0,189.0,4.0,0,0,RandD,low
Elmer Garcia,1.0,0.61,5.0,264.0,3.0,0,0,RandD,medium
Esther Hart,0.67,0.54,5.0,157.0,2.0,0,0,RandD,medium
Minerva Ingram,0.81,0.87,4.0,161.0,2.0,0,0,RandD,medium
Gavin Butler,0.84,0.69,4.0,149.0,3.0,0,0,marketing,medium
Joel Boone,0.84,0.99,3.0,144.0,4.0,0,0,sales,medium
Clyde Mills,0.97,0.97,4.0,242.0,2.0,0,0,accounting,medium
Albert Pierce,0.7,0.5,6.0,214.0,5.0,0,0,support,medium
Susan Norton,0.52,0.74,4.0,174.0,3.0,0,0,technical,medium
Joseph Little,0.46,0.88,5.0,169.0,3.0,0,0,management,medium
Shawn Manning,1.0,0.87,4.0,268.0,2.0,0,0,marketing,medium
Sylvia Olson,0.91,0.58,3.0,257.0,3.0,0,0,marketing,medium
Mittie Foster,0.16,0.69,4.0,187.0,5.0,0,0,marketing,medium
Ian Saunders,0.58,0.62,5.0,270.0,2.0,0,0,sales,high
Melvin Padilla,0.75,0.61,5.0,173.0,4.0,0,0,sales,low
Shawn Simmons,0.96,0.62,6.0,193.0,4.0,0,0,sales,medium
Agnes Valdez,0.92,0.78,4.0,212.0,2.0,0,0,sales,medium
Randy Reed,0.35,0.63,3.0,156.0,3.0,0,0,sales,medium
Don Green,0.56,0.96,3.0,244.0,3.0,0,0,sales,medium
Emma Cortez,0.27,0.96,3.0,255.0,4.0,0,0,sales,low
Erik Nguyen,0.66,0.72,5.0,152.0,3.0,1,0,sales,low
Thomas Cortez,0.66,0.98,4.0,163.0,3.0,1,0,sales,low
Lura Lopez,0.98,0.69,3.0,150.0,2.0,0,0,sales,low
Clyde Osborne,0.51,0.58,4.0,169.0,2.0,0,0,sales,low
Myrtie Burke,0.51,0.83,3.0,133.0,3.0,0,0,sales,low
Vernon Thomas,0.53,0.94,4.0,202.0,3.0,1,0,sales,low
Charlie Luna,0.69,0.7,4.0,169.0,2.0,0,0,sales,low
Charles West,0.66,0.74,4.0,270.0,2.0,1,0,sales,low
Cody Boone,0.89,0.76,3.0,251.0,2.0,1,0,sales,low
Logan Moran,0.74,0.64,3.0,267.0,5.0,0,0,sales,low
Jordan Goodman,0.82,0.75,4.0,224.0,3.0,0,0,sales,low
Cordelia Figueroa,0.66,0.9,3.0,250.0,2.0,0,0,sales,low
Cornelia Cummings,0.59,0.97,3.0,258.0,2.0,0,0,accounting,low
Theresa Norman,0.13,0.65,2.0,209.0,5.0,0,0,accounting,low
Frances Reed,0.68,0.74,4.0,215.0,3.0,0,0,accounting,low
Della Sanders,0.5,0.81,3.0,183.0,3.0,0,0,hr,low
Ryan Harrington,0.6,0.82,3.0,143.0,3.0,0,0,hr,low
Mable Jimenez,0.87,0.98,3.0,174.0,3.0,0,0,hr,low
Alan Thomas,0.51,0.89,6.0,170.0,4.0,0,0,hr,low
Mabelle Reyes,0.78,0.63,3.0,202.0,2.0,0,0,technical,low
Jordan Cook,0.66,0.96,4.0,160.0,2.0,0,0,technical,medium
Nell Warner,0.72,0.73,5.0,211.0,2.0,0,0,technical,medium
Philip Stokes,0.57,0.98,3.0,236.0,3.0,1,0,technical,medium
Nell McLaughlin,0.5,0.49,4.0,236.0,3.0,0,0,technical,medium
Luke King,0.72,0.62,4.0,252.0,2.0,1,0,technical,medium
Antonio Terry,0.41,0.48,3.0,155.0,2.0,1,0,technical,medium
Winnie Rose,0.55,0.65,5.0,138.0,2.0,0,0,technical,medium
Hunter Fleming,0.49,0.94,4.0,195.0,3.0,1,0,technical,medium
Willie Meyer,0.8,0.94,3.0,150.0,3.0,0,0,technical,medium
Floyd Gibbs,0.78,0.51,3.0,172.0,3.0,0,0,technical,medium
Harry Pittman,0.69,0.56,3.0,240.0,2.0,0,0,support,medium
Louisa Morrison,0.83,0.98,3.0,229.0,6.0,0,0,support,medium
Lydia Bryant,0.89,0.73,3.0,169.0,3.0,0,0,support,high
Dale Greene,0.94,0.82,3.0,246.0,3.0,0,0,support,low
Estella Cain,0.51,0.53,4.0,260.0,2.0,1,0,support,medium
Amelia Harris,0.89,0.9,4.0,101.0,6.0,0,0,support,medium
Nicholas West,0.99,0.69,3.0,190.0,3.0,0,0,support,medium
Mary Mathis,0.79,0.66,3.0,154.0,4.0,0,0,support,medium
Ivan Harmon,0.98,0.97,4.0,196.0,4.0,0,0,support,low
Edgar Cortez,0.98,0.97,3.0,209.0,3.0,0,0,support,low
Blake Phelps,0.97,0.67,4.0,223.0,3.0,0,0,support,low
Marvin Osborne,0.71,0.71,4.0,221.0,3.0,0,0,technical,low
Harold Todd,0.49,0.6,4.0,141.0,3.0,0,0,technical,low
Douglas Terry,0.72,0.71,3.0,135.0,3.0,0,0,technical,low
Adelaide Greene,0.58,0.61,2.0,191.0,3.0,1,0,management,low
Victoria Harris,0.65,1.0,4.0,195.0,3.0,0,0,IT,low
Philip Ross,0.18,0.55,5.0,217.0,4.0,0,0,IT,low
Tyler Miles,0.83,0.99,4.0,184.0,3.0,0,0,IT,low
Lily Baldwin,0.2,0.76,5.0,188.0,3.0,0,0,IT,low
Clyde Porter,0.96,0.93,6.0,240.0,6.0,0,0,IT,low
Erik Sparks,0.59,0.69,4.0,226.0,3.0,0,0,product_mng,low
Aaron Carroll,0.97,0.99,3.0,196.0,3.0,0,0,product_mng,low
Herman Stevens,0.14,0.99,6.0,251.0,4.0,0,0,product_mng,low
Gabriel Boone,0.75,0.96,4.0,150.0,2.0,0,0,product_mng,low
Alex Elliott,0.71,0.63,3.0,249.0,3.0,0,0,IT,low
Harry Schmidt,0.84,0.52,4.0,251.0,3.0,0,0,RandD,low
Stephen Paul,0.57,0.75,5.0,252.0,3.0,0,0,RandD,medium
Alma Grant,0.46,0.55,5.0,261.0,5.0,0,0,RandD,medium
Lily Bates,0.77,0.94,4.0,225.0,2.0,0,0,RandD,medium
Robert Baker,0.44,0.65,2.0,151.0,3.0,0,0,RandD,medium
Ophelia Larson,0.68,0.59,4.0,147.0,2.0,0,0,marketing,medium
Mollie Chapman,0.94,0.58,4.0,159.0,3.0,0,0,sales,medium
Bryan Walker,0.73,0.91,4.0,241.0,2.0,1,0,accounting,medium
Lela Nash,0.51,0.5,5.0,176.0,5.0,0,0,support,medium
Luella Morrison,0.93,0.87,4.0,218.0,4.0,0,0,technical,medium
Craig Gibson,0.74,1.0,4.0,219.0,3.0,0,0,management,medium
Cole Johnson,0.82,0.9,3.0,227.0,3.0,0,0,marketing,medium
Isabella Austin,0.86,0.91,4.0,182.0,2.0,0,0,marketing,medium
Grace Oliver,0.99,0.86,4.0,196.0,2.0,1,0,marketing,high
Lilly Gross,0.58,0.86,4.0,257.0,3.0,0,0,sales,low
Nina Stewart,0.96,0.6,5.0,182.0,5.0,0,0,sales,medium
Cecelia Sherman,0.72,0.67,4.0,192.0,3.0,0,0,sales,medium
Rose Rhodes,0.23,0.94,4.0,142.0,4.0,0,0,sales,medium
Olga Brock,0.99,0.79,4.0,172.0,2.0,0,0,sales,medium
Gilbert Nguyen,0.95,0.58,4.0,188.0,3.0,0,0,sales,low
Chase Schneider,0.75,0.55,5.0,281.0,3.0,1,0,sales,low
Leila Frank,0.95,0.54,4.0,255.0,2.0,0,0,sales,low
Oscar Hall,0.97,0.84,3.0,223.0,3.0,0,0,sales,low
Augusta Alvarez,0.98,0.86,2.0,219.0,4.0,0,0,sales,low
Garrett King,0.79,0.98,3.0,195.0,2.0,0,0,sales,low
Willie Park,0.54,0.91,2.0,156.0,3.0,0,0,sales,low
Manuel Vaughn,0.51,0.51,5.0,259.0,4.0,0,0,sales,low
Jacob Morgan,0.83,0.91,4.0,266.0,3.0,1,0,sales,low
Maurice Yates,0.6,0.7,3.0,147.0,2.0,0,0,sales,low
Ada Nguyen,0.58,0.83,4.0,207.0,3.0,0,0,sales,low
Lydia Newman,0.55,0.68,3.0,185.0,2.0,0,0,sales,low
Bill Logan,0.5,0.64,5.0,195.0,2.0,0,0,sales,low
Ellen Briggs,0.46,0.41,6.0,148.0,4.0,0,0,sales,low
Isabella Bowman,0.61,0.82,3.0,157.0,2.0,0,0,accounting,low
Clayton Gomez,0.91,0.98,4.0,146.0,3.0,0,0,accounting,low
Eunice McDonald,0.5,0.94,3.0,262.0,4.0,0,0,accounting,low
Anthony Phillips,0.75,0.82,3.0,169.0,3.0,0,0,hr,low
Inez Rodriquez,0.74,0.87,3.0,192.0,3.0,1,0,hr,low
Jane Hicks,0.62,0.53,4.0,147.0,2.0,0,0,hr,low
Julian Lawrence,0.87,0.76,5.0,254.0,2.0,1,0,hr,low
Garrett Ingram,0.13,0.72,3.0,244.0,4.0,0,0,technical,medium
Elnora Murphy,0.71,0.43,2.0,100.0,6.0,0,0,technical,medium
Martin Sharp,0.7,0.9,3.0,173.0,2.0,0,0,technical,medium
Sam Maldonado,0.32,0.87,2.0,197.0,2.0,1,0,technical,medium
Harriett Nichols,0.84,0.72,3.0,256.0,4.0,0,0,technical,medium
Kevin Foster,0.79,0.87,4.0,253.0,2.0,0,0,technical,medium
Harriet Hogan,0.97,0.64,4.0,152.0,2.0,0,0,technical,medium
Gabriel Mitchell,0.76,0.58,5.0,136.0,3.0,0,0,technical,medium
Hettie Guerrero,0.97,0.63,3.0,141.0,3.0,0,0,technical,medium
Anne Morgan,0.53,0.4,5.0,212.0,3.0,1,0,technical,medium
Shane King,0.61,0.57,4.0,144.0,3.0,0,0,technical,medium
Mable Morales,0.94,0.89,2.0,118.0,4.0,0,0,support,medium
Josephine Kennedy,0.52,0.79,5.0,265.0,3.0,1,0,support,high
Rosalie Drake,0.91,0.67,3.0,143.0,3.0,0,0,support,low
Francis Medina,0.52,0.63,3.0,230.0,2.0,0,0,support,medium
Mathilda Sutton,0.59,0.68,5.0,243.0,2.0,0,0,support,medium
Theresa Malone,0.61,0.71,3.0,152.0,4.0,1,0,support,medium
Nancy Simpson,0.78,0.78,3.0,252.0,3.0,0,0,support,medium
Amelia Klein,0.44,0.67,3.0,113.0,2.0,0,0,support,low
Eleanor Bennett,0.8,0.97,4.0,259.0,2.0,0,0,support,low
Daniel Sherman,0.54,0.6,4.0,139.0,5.0,0,0,support,low
Harry Elliott,0.96,0.91,4.0,228.0,3.0,1,0,support,low
Elizabeth Mack,0.98,0.49,4.0,214.0,3.0,0,0,technical,low
Rosie Lewis,0.83,0.91,4.0,210.0,4.0,0,0,technical,low
Kyle McGuire,0.64,0.89,4.0,146.0,3.0,0,0,technical,low
Vera Pope,0.51,0.78,3.0,155.0,2.0,0,0,management,low
Amanda Saunders,0.31,0.42,2.0,169.0,5.0,0,0,IT,low
Henry Watson,0.53,0.68,3.0,258.0,3.0,0,0,IT,low
Lettie Underwood,0.81,0.53,3.0,258.0,2.0,0,0,IT,low
Ralph Ferguson,0.17,0.85,3.0,168.0,4.0,0,0,IT,low
Zachary Perry,0.72,0.98,3.0,211.0,2.0,0,0,IT,low
Vernon Willis,0.49,0.49,2.0,245.0,3.0,0,0,product_mng,low
Sadie Hogan,0.81,0.95,3.0,204.0,2.0,0,0,product_mng,low
Jay Hudson,0.75,0.98,2.0,161.0,3.0,0,0,product_mng,low
Ethan Adams,0.74,0.73,3.0,267.0,3.0,0,0,product_mng,low
Evan Walker,0.82,0.73,3.0,183.0,3.0,0,0,IT,low
