EmpName,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Eliza Sanders,0,0.76,0.57,4.0,266.0,3.0,0,0,sales,low
Gavin Frank,0,0.98,0.66,3.0,204.0,2.0,0,0,sales,medium
Harvey Cross,0,0.92,0.77,3.0,236.0,3.0,0,0,sales,medium
Effie Newton,0,0.63,0.67,4.0,149.0,3.0,1,0,sales,medium
Kevin Frank,0,0.91,0.69,5.0,240.0,3.0,0,0,sales,medium
Cynthia Clark,0,0.4,0.67,3.0,115.0,3.0,0,0,accounting,medium
Ophelia Strickland,0,0.82,0.62,4.0,267.0,3.0,1,0,accounting,medium
Essie Bell,0,0.81,0.88,4.0,149.0,3.0,0,0,accounting,medium
Katharine Shaw,0,0.61,0.69,3.0,224.0,3.0,0,0,hr,medium
Ethel Marsh,0,0.3,0.57,2.0,158.0,2.0,0,0,hr,medium
Maurice Sanchez,0,0.59,0.72,2.0,107.0,3.0,0,0,hr,medium
Carrie Sandoval,0,0.2,0.56,3.0,217.0,5.0,0,0,hr,medium
Maude Jackson,0,0.75,0.56,2.0,212.0,2.0,0,0,technical,medium
Adele Briggs,0,0.59,0.79,3.0,270.0,3.0,0,0,technical,high
Jay Lee,0,0.63,0.53,4.0,243.0,2.0,0,0,technical,low
Charlie Hernandez,0,0.77,0.68,5.0,162.0,4.0,1,0,technical,medium
Brian Riley,0,0.82,0.6,5.0,232.0,2.0,0,0,technical,medium
Ethan Ward,0,0.6,0.85,5.0,187.0,4.0,0,0,technical,medium
Henrietta Schwartz,0,0.83,0.72,3.0,259.0,2.0,0,0,technical,medium
Theodore Terry,0,0.67,0.6,4.0,209.0,2.0,0,0,technical,low
Harry Newman,0,0.84,0.56,5.0,97.0,6.0,0,0,technical,low
Landon Park,0,0.68,0.79,5.0,139.0,4.0,0,0,technical,low
Flora Green,0,0.74,0.92,4.0,258.0,3.0,1,0,technical,low
Dale Brooks,0,0.63,0.64,3.0,208.0,2.0,1,0,support,low
Steve Haynes,0,0.88,0.9,2.0,233.0,3.0,0,0,support,low
Dominic Robertson,0,1.0,0.81,3.0,168.0,4.0,0,0,support,low
Lottie Spencer,0,0.7,0.87,4.0,252.0,2.0,1,0,support,low
Vernon McLaughlin,0,0.5,0.71,5.0,171.0,4.0,0,0,support,low
Joe Love,0,0.94,0.66,5.0,219.0,3.0,0,0,support,low
Jeffery Lee,0,0.67,0.54,3.0,213.0,4.0,0,0,support,low
Julian Andrews,0,0.8,0.88,5.0,199.0,4.0,0,0,support,low
Francis Carroll,0,0.7,0.88,4.0,245.0,2.0,0,0,support,low
Helen Lynch,0,0.24,0.73,4.0,273.0,5.0,0,0,support,low
Oscar Alvarez,0,0.98,1.0,4.0,202.0,3.0,0,0,support,low
Lizzie Phillips,0,0.76,0.65,4.0,240.0,3.0,0,0,technical,low
Polly Horton,0,0.78,0.5,4.0,155.0,4.0,0,0,technical,low
Lois Baker,0,0.42,0.91,3.0,209.0,2.0,0,0,technical,low
Isabelle Castro,0,0.83,0.64,4.0,210.0,3.0,0,0,management,medium
Micheal Carlson,0,0.98,0.81,4.0,266.0,6.0,0,0,IT,medium
Bryan Scott,0,0.64,0.81,2.0,226.0,2.0,0,0,IT,medium
Sarah Guerrero,0,0.67,0.75,4.0,133.0,2.0,0,0,IT,medium
Adeline Murphy,0,0.26,0.39,3.0,99.0,4.0,0,0,IT,medium
Ollie Herrera,0,0.97,0.64,3.0,237.0,3.0,0,0,IT,medium
Amy Ramos,0,0.48,0.6,4.0,230.0,3.0,0,0,product_mng,medium
Elsie George,0,0.84,0.55,4.0,149.0,2.0,0,0,product_mng,medium
Jon Bryan,0,0.71,0.74,4.0,206.0,4.0,0,0,product_mng,medium
Gregory Goodman,0,1.0,0.84,3.0,185.0,3.0,0,0,product_mng,medium
Hester Doyle,0,0.6,0.76,5.0,269.0,2.0,0,0,IT,medium
Betty Sandoval,0,0.95,0.37,6.0,233.0,5.0,0,0,RandD,medium
Maude Lindsey,0,0.56,0.56,3.0,162.0,2.0,0,0,RandD,high
Bettie Stevenson,0,0.75,0.49,2.0,173.0,3.0,1,0,RandD,low
Katharine Bennett,0,0.98,0.53,6.0,253.0,4.0,0,0,RandD,medium
Barbara French,0,0.7,0.72,5.0,134.0,3.0,0,0,RandD,medium
Rodney Hall,0,0.65,0.92,4.0,133.0,3.0,0,0,marketing,medium
Ian Fuller,0,0.8,0.81,5.0,143.0,2.0,0,0,sales,medium
Jesus West,0,0.49,0.78,3.0,264.0,4.0,0,0,accounting,low
Chad Walsh,0,0.32,0.73,3.0,180.0,6.0,0,0,support,low
Elmer May,0,0.88,0.54,3.0,235.0,2.0,1,0,technical,low
Jessie Davidson,0,0.8,0.97,4.0,232.0,2.0,0,0,management,low
Clifford Gibson,0,0.73,0.74,4.0,181.0,4.0,0,0,marketing,low
Caleb Myers,0,0.72,0.58,3.0,198.0,2.0,0,0,marketing,low
Frank Clark,0,0.58,0.78,5.0,211.0,3.0,1,0,marketing,low
Dora Simon,0,0.66,0.96,4.0,216.0,3.0,0,0,sales,low
Lelia Berry,0,0.63,0.79,3.0,197.0,3.0,1,0,sales,low
Connor Clark,0,0.69,0.56,2.0,214.0,2.0,0,0,sales,low
Effie Burke,0,0.49,0.59,3.0,185.0,3.0,0,0,sales,low
Steve Fowler,0,0.6,0.45,3.0,173.0,2.0,0,0,sales,low
Nellie Jimenez,0,0.5,0.63,4.0,229.0,4.0,0,0,sales,low
Lillie Richardson,0,0.34,0.81,4.0,116.0,3.0,1,0,sales,low
Carlos Chapman,0,0.79,0.6,5.0,223.0,3.0,0,0,sales,low
Paul Harper,0,0.98,0.68,4.0,154.0,3.0,0,0,sales,low
Brett Cole,0,0.96,0.97,5.0,240.0,2.0,0,0,sales,low
Verna Bennett,0,0.88,0.89,3.0,139.0,2.0,0,0,sales,low
Gerald Simpson,0,0.6,0.61,2.0,275.0,2.0,0,0,sales,low
Hilda Bell,0,0.62,0.73,3.0,158.0,3.0,1,0,sales,low
Isabel Aguilar,0,0.4,0.72,3.0,204.0,4.0,1,0,sales,low
Amy Santos,0,0.16,0.82,5.0,121.0,2.0,0,0,sales,medium
Leah Pratt,0,0.81,0.98,5.0,243.0,6.0,0,0,sales,medium
Lela McDaniel,0,0.69,0.69,4.0,195.0,2.0,0,0,sales,medium
Arthur Rodgers,0,0.66,0.51,5.0,149.0,3.0,0,0,sales,medium
Betty Douglas,0,0.66,0.62,5.0,214.0,2.0,0,0,sales,medium
Emma Welch,0,0.61,0.53,4.0,266.0,3.0,0,0,accounting,medium
Florence Fuller,0,0.99,0.77,5.0,222.0,2.0,0,0,accounting,medium
Patrick Nichols,0,0.73,0.54,3.0,283.0,6.0,0,0,accounting,medium
Stephen Burton,0,0.63,0.72,2.0,161.0,5.0,0,0,hr,medium
Jeremy Joseph,0,0.6,0.91,3.0,157.0,4.0,0,0,hr,medium
Elnora Santiago,0,0.44,0.44,3.0,126.0,2.0,0,0,hr,medium
Dean Welch,0,0.64,0.95,3.0,131.0,6.0,0,0,hr,medium
Christopher Larson,0,0.91,0.81,4.0,139.0,2.0,0,0,technical,high
Ricardo Keller,0,0.55,0.59,4.0,230.0,3.0,0,0,technical,low
Willie Baker,0,0.7,0.73,4.0,240.0,2.0,1,0,technical,medium
Etta Copeland,0,0.37,0.59,3.0,134.0,3.0,0,0,technical,medium
Allie Perry,0,0.16,0.56,6.0,196.0,3.0,0,0,technical,medium
Lillie Vega,0,0.69,0.97,5.0,240.0,4.0,0,0,technical,medium
Esther Gross,0,0.96,0.47,2.0,233.0,5.0,1,0,technical,low
Dylan Logan,0,0.62,0.91,5.0,267.0,3.0,0,0,technical,low
Genevieve Harvey,0,0.94,0.45,2.0,211.0,3.0,0,0,technical,low
Iva Sanchez,0,0.67,0.83,3.0,260.0,3.0,0,0,technical,low
Paul Parks,0,0.89,0.57,3.0,113.0,3.0,0,0,technical,low
John Elliott,0,0.6,0.63,5.0,267.0,3.0,0,0,support,low
Terry Griffin,0,0.89,0.62,5.0,196.0,3.0,0,0,support,low
Stephen Hubbard,0,0.6,0.89,3.0,232.0,2.0,0,0,support,low
Carl Hart,0,0.93,0.95,2.0,156.0,3.0,1,0,support,low
Marie Bryan,0,0.38,0.78,4.0,159.0,5.0,0,0,support,low
Frances Frank,0,0.62,0.57,3.0,223.0,3.0,1,0,support,low
Fanny Becker,0,0.86,0.86,4.0,197.0,3.0,1,0,support,low
Lina Henderson,0,0.61,0.62,2.0,192.0,2.0,1,0,support,low
Eula Griffin,0,0.77,0.64,4.0,192.0,3.0,0,0,support,low
Ivan Fuller,0,0.85,0.73,4.0,174.0,3.0,0,0,support,low
Agnes Hoffman,0,0.94,0.62,4.0,191.0,3.0,0,0,support,low
Lucinda Hayes,0,0.59,0.59,4.0,270.0,2.0,0,0,technical,low
Lester Goodman,0,0.9,0.92,3.0,139.0,3.0,0,0,technical,low
Mittie Miller,0,0.86,0.65,4.0,243.0,2.0,0,0,technical,low
Addie Little,0,0.72,0.7,3.0,238.0,2.0,0,0,management,low
William Lawson,0,0.84,0.52,5.0,189.0,2.0,1,0,IT,low
Lola Watkins,0,0.64,0.5,4.0,189.0,3.0,0,0,IT,medium
Isaac Medina,0,0.81,0.75,4.0,206.0,3.0,0,0,IT,medium
Jackson Patrick,0,0.66,0.7,5.0,254.0,2.0,0,0,IT,medium
Arthur Butler,0,0.75,0.55,3.0,253.0,6.0,0,0,IT,medium
Sallie Dixon,0,0.54,0.67,3.0,243.0,2.0,0,0,product_mng,medium
Jean Goodman,0,0.98,0.76,3.0,224.0,2.0,0,0,product_mng,medium
Martha Lynch,0,0.8,0.85,4.0,139.0,2.0,0,0,product_mng,medium
Juan Perry,0,0.68,0.7,5.0,270.0,3.0,0,0,product_mng,medium
Billy Washington,0,0.54,0.57,3.0,257.0,2.0,0,0,IT,medium
Myrtle Hogan,0,0.88,0.84,4.0,170.0,2.0,0,0,RandD,medium
Kevin Russell,0,0.71,0.62,3.0,222.0,3.0,0,0,RandD,medium
Ella Lewis,0,0.77,0.58,2.0,247.0,2.0,1,0,RandD,medium
Dustin Hoffman,0,0.6,0.6,4.0,201.0,3.0,0,0,RandD,high
Mitchell Garrett,0,0.53,0.75,4.0,263.0,5.0,0,0,RandD,low
Jonathan Meyer,0,0.85,0.5,3.0,168.0,2.0,1,0,marketing,medium
Evelyn Cole,0,0.59,0.75,4.0,190.0,2.0,0,0,sales,medium
Rosa McDonald,0,0.23,0.77,4.0,140.0,5.0,0,0,accounting,medium
Johanna Warner,0,0.7,0.6,3.0,224.0,3.0,0,0,support,medium
Cody Conner,0,0.92,0.49,5.0,145.0,3.0,0,0,technical,low
Travis Oliver,0,0.95,0.37,4.0,285.0,3.0,0,0,management,low
Ola Rodriguez,0,0.39,0.43,3.0,154.0,3.0,0,0,marketing,low
Maude Schneider,0,0.85,0.8,4.0,200.0,2.0,0,0,marketing,low
Norman Blake,0,0.98,0.7,3.0,255.0,2.0,1,0,marketing,low
Adam Johnston,0,0.15,0.48,6.0,204.0,6.0,1,0,sales,low
Gilbert Hart,0,0.68,0.54,3.0,270.0,4.0,1,0,sales,low
Patrick Valdez,0,0.24,0.91,5.0,177.0,5.0,0,0,sales,low
Mario Kim,0,0.77,0.59,4.0,140.0,3.0,0,0,sales,medium
Daisy Moody,0,0.36,0.69,3.0,165.0,3.0,0,0,sales,medium
Rosetta Bates,0,0.5,0.89,3.0,187.0,4.0,1,0,sales,medium
Bertie Alvarez,0,0.2,0.98,4.0,166.0,4.0,1,0,sales,medium
Lida Fowler,0,0.86,0.56,5.0,141.0,2.0,0,0,sales,medium
Gabriel Banks,0,0.84,0.63,4.0,135.0,2.0,0,0,sales,medium
Lillian Underwood,0,0.9,0.98,5.0,148.0,4.0,0,0,sales,medium
Tillie Barton,0,0.4,0.51,3.0,120.0,6.0,0,0,sales,medium
Isaiah Wells,0,0.63,0.62,3.0,141.0,3.0,0,0,sales,medium
Brett Flowers,0,0.73,0.95,3.0,222.0,4.0,0,0,sales,medium
Edwin Hardy,0,0.25,0.67,2.0,136.0,6.0,0,0,sales,medium
Violet Tate,0,0.7,0.57,3.0,180.0,2.0,0,0,sales,medium
Maggie Pratt,0,0.6,0.97,3.0,187.0,3.0,1,0,sales,medium
Charlotte Robertson,0,0.99,0.66,3.0,202.0,3.0,0,0,sales,medium
Matthew Jennings,0,0.29,0.86,3.0,251.0,4.0,0,0,sales,medium
Ralph Walton,0,0.53,0.63,4.0,259.0,2.0,0,0,sales,medium
Jessie Pratt,0,0.83,0.76,3.0,262.0,2.0,0,0,accounting,medium
Eva Hampton,0,0.18,0.92,5.0,251.0,4.0,0,0,accounting,medium
Marvin Thompson,0,0.14,0.74,4.0,117.0,5.0,0,0,accounting,medium
James Marsh,0,0.5,0.66,4.0,155.0,2.0,0,0,hr,medium
Hettie Lynch,0,0.36,0.89,3.0,197.0,6.0,0,0,hr,medium
Pearl Johnson,0,0.34,0.56,3.0,139.0,2.0,0,0,hr,medium
Catherine Williamson,0,0.51,0.75,4.0,175.0,2.0,0,0,hr,medium
Josephine Parsons,0,0.5,0.52,5.0,137.0,3.0,1,0,technical,medium
Ricky Burke,0,0.69,0.93,3.0,228.0,4.0,0,0,technical,medium
Walter Gomez,0,0.52,0.51,2.0,232.0,4.0,0,0,technical,high
Winifred Ward,0,0.32,0.5,2.0,143.0,3.0,0,0,technical,high
Billy Schultz,0,0.88,0.99,3.0,190.0,5.0,0,0,technical,high
Adrian Thompson,0,0.6,0.87,3.0,196.0,3.0,1,0,technical,high
Brian Hogan,0,0.72,0.8,3.0,213.0,3.0,0,0,technical,high
Jon Logan,0,0.65,0.9,3.0,200.0,3.0,0,0,technical,high
Katherine Boone,0,0.82,0.78,5.0,166.0,2.0,0,0,technical,high
Owen Fuller,0,0.67,0.92,5.0,258.0,3.0,0,0,technical,high
Landon Hines,0,0.44,0.87,5.0,104.0,4.0,0,0,technical,high
Erik West,0,0.52,0.85,5.0,173.0,2.0,0,0,support,high
Isabella Moody,0,0.54,0.51,2.0,176.0,3.0,0,0,support,high
Adeline Ruiz,0,0.67,0.76,5.0,181.0,3.0,0,0,support,high
Phoebe Abbott,0,0.16,0.64,6.0,143.0,5.0,1,0,support,low
Alan Sutton,0,0.81,0.73,4.0,186.0,3.0,0,0,support,low
Ann Reeves,0,0.77,0.85,3.0,136.0,3.0,0,0,support,low
Peter Pierce,0,0.84,0.99,4.0,219.0,2.0,0,0,support,low
Emily Nelson,0,0.56,0.56,5.0,229.0,4.0,1,0,support,low
Victoria Myers,0,0.67,0.97,5.0,239.0,3.0,0,0,support,low
Frances Mason,0,0.65,0.7,4.0,182.0,2.0,0,0,support,low
Lilly Willis,0,0.39,0.57,2.0,132.0,3.0,0,0,support,low
Luke Thomas,0,0.77,0.75,3.0,272.0,3.0,0,0,technical,low
Jane Rodriguez,0,0.41,0.96,5.0,167.0,3.0,1,0,technical,low
Luke Young,0,0.59,0.67,3.0,180.0,2.0,0,0,technical,low
Richard Alexander,0,0.14,0.72,6.0,100.0,5.0,0,0,management,low
Celia Hale,0,0.6,0.82,4.0,134.0,2.0,0,0,IT,low
Jose Cortez,0,0.14,0.98,6.0,221.0,5.0,0,0,IT,low
Nell Colon,0,0.88,0.8,3.0,166.0,2.0,0,0,IT,low
Christine Barnes,0,0.6,0.91,4.0,214.0,2.0,0,0,IT,medium
Antonio Boone,0,1.0,0.49,4.0,227.0,3.0,1,0,IT,medium
Ann Graves,0,0.56,0.98,4.0,207.0,3.0,0,0,product_mng,medium
Timothy Carlson,0,0.72,0.54,3.0,286.0,6.0,0,0,product_mng,medium
Jared Fox,0,0.59,0.83,3.0,240.0,3.0,1,0,product_mng,medium
Celia Cox,0,0.74,0.75,4.0,111.0,4.0,1,0,product_mng,medium
Sarah Foster,0,0.52,0.69,4.0,164.0,2.0,0,0,IT,medium
Michael Dixon,0,0.77,0.74,2.0,187.0,6.0,0,0,RandD,medium
Delia Fitzgerald,0,0.48,0.81,4.0,248.0,2.0,0,0,RandD,medium
Rosetta Phelps,0,0.99,0.56,5.0,210.0,2.0,0,0,RandD,medium
Albert Fletcher,0,0.23,0.78,4.0,163.0,6.0,0,0,RandD,medium
Ada Maxwell,0,0.63,1.0,5.0,241.0,4.0,0,0,RandD,medium
Laura Miller,0,0.51,0.83,3.0,136.0,3.0,0,0,marketing,high
Dale Simmons,0,0.54,0.55,4.0,208.0,5.0,0,0,sales,high
Eunice Myers,0,0.53,0.73,5.0,174.0,3.0,0,0,accounting,high
Inez Smith,0,0.72,0.84,4.0,250.0,3.0,0,0,support,high
Marian Lucas,0,0.57,0.61,2.0,189.0,2.0,1,0,technical,high
Andre Tyler,0,0.81,0.77,3.0,204.0,3.0,0,0,management,high
Joe Ryan,0,0.64,0.57,4.0,217.0,3.0,0,0,marketing,high
Barbara Carpenter,0,0.77,0.57,5.0,162.0,3.0,0,0,marketing,high
Edgar Sharp,0,0.83,0.55,3.0,257.0,2.0,0,0,marketing,low
Francis Holmes,0,0.6,0.71,3.0,195.0,2.0,0,0,sales,low
Landon Oliver,0,0.86,0.87,5.0,156.0,4.0,0,0,sales,low
Isaac Houston,0,0.5,0.55,2.0,128.0,3.0,0,0,sales,low
Myrtie Valdez,0,0.6,0.75,5.0,233.0,3.0,1,0,sales,low
Emma Mitchell,0,0.85,0.73,4.0,260.0,4.0,0,0,sales,low
Nathan Long,0,0.4,0.87,5.0,250.0,4.0,0,0,sales,low
Zachary Moss,0,0.38,0.79,5.0,176.0,3.0,0,0,sales,low
Elijah Jenkins,0,0.96,0.59,6.0,133.0,5.0,0,0,sales,medium
Laura Barker,0,0.59,0.57,4.0,197.0,2.0,0,0,sales,medium
Eliza Delgado,0,0.56,0.5,3.0,156.0,3.0,1,0,sales,medium
Agnes Garcia,0,0.84,0.96,3.0,162.0,3.0,0,0,sales,medium
Garrett Lowe,0,0.94,0.99,3.0,207.0,2.0,0,0,sales,medium
Carrie Hicks,0,0.72,0.63,3.0,223.0,2.0,1,0,sales,medium
Fred Mason,0,0.82,0.7,3.0,149.0,2.0,0,0,sales,medium
Austin Fox,0,1.0,0.95,3.0,275.0,3.0,1,0,sales,medium
Sean Mendoza,0,0.62,0.77,3.0,271.0,2.0,0,0,sales,medium
Ernest Flowers,0,0.76,0.89,3.0,273.0,2.0,1,0,sales,medium
Seth Santos,0,0.23,0.74,5.0,219.0,4.0,0,0,sales,medium
John Guzman,0,0.7,0.99,5.0,135.0,4.0,0,0,sales,medium
Richard Cain,0,0.71,0.88,3.0,158.0,3.0,0,0,accounting,medium
Vernon Carpenter,0,0.32,0.37,3.0,167.0,3.0,0,0,accounting,medium
Paul Murray,0,0.69,0.67,4.0,274.0,4.0,0,0,accounting,medium
Derrick Bryan,0,0.66,0.59,3.0,145.0,3.0,0,0,hr,medium
Alex Joseph,0,0.7,0.67,6.0,233.0,6.0,0,0,hr,medium
Edwin Hernandez,0,0.91,0.76,3.0,159.0,3.0,0,0,hr,medium
Bertha Gilbert,0,0.2,0.7,4.0,221.0,5.0,0,0,hr,medium
Myrtle Mitchell,0,0.72,0.83,3.0,132.0,2.0,0,0,technical,medium
Arthur McKenzie,0,0.74,0.93,5.0,140.0,3.0,0,0,technical,medium
Winnie Farmer,0,0.53,0.79,3.0,206.0,3.0,0,0,technical,medium
Lettie Larson,0,0.99,0.92,4.0,229.0,2.0,0,0,technical,medium
Hettie Lee,0,0.75,0.85,4.0,272.0,4.0,0,0,technical,high
Shane Harris,0,0.86,0.78,4.0,164.0,2.0,0,0,technical,low
Ida Powers,0,0.93,0.86,4.0,145.0,3.0,0,0,technical,medium
Nettie Nelson,0,0.81,0.95,3.0,212.0,3.0,0,0,technical,medium
Evelyn Arnold,0,0.49,0.67,3.0,254.0,2.0,1,0,technical,medium
Oscar Graham,0,0.97,0.72,5.0,260.0,4.0,0,0,technical,medium
Glenn Nash,0,0.62,0.89,3.0,201.0,3.0,0,0,technical,medium
Bobby Steele,0,0.75,0.79,4.0,176.0,4.0,1,0,support,medium
Gilbert Holloway,0,0.87,0.58,3.0,140.0,3.0,1,0,support,medium
Kate Pope,0,0.93,0.65,5.0,201.0,3.0,0,0,support,medium
Dominic Bryan,0,0.74,0.68,3.0,206.0,2.0,1,0,support,medium
Lucille Lamb,0,0.68,0.57,3.0,197.0,3.0,1,0,support,medium
Maud Bowman,0,0.49,0.63,3.0,245.0,4.0,0,0,support,low
Eugenia Meyer,0,0.75,0.84,3.0,145.0,3.0,1,0,support,low
Adelaide Anderson,0,0.95,0.58,4.0,131.0,5.0,0,0,support,low
Cecelia Hudson,0,0.95,0.75,5.0,235.0,3.0,1,0,support,low
Madge Marshall,0,0.67,0.65,5.0,242.0,3.0,0,0,support,low
Russell McKenzie,0,0.71,0.6,2.0,251.0,3.0,0,0,support,low
Mitchell Mendoza,0,0.81,0.73,4.0,258.0,2.0,0,0,technical,low
Viola Stewart,0,0.79,0.36,3.0,114.0,3.0,0,0,technical,high
Leroy Vasquez,0,0.57,0.52,3.0,143.0,2.0,0,0,technical,low
Earl Harris,0,0.85,0.65,3.0,187.0,2.0,0,0,management,high
Gene Parker,0,0.15,0.78,5.0,255.0,3.0,0,0,IT,high
Jeanette Welch,0,0.48,0.87,3.0,267.0,2.0,0,0,IT,low
Barbara Robinson,0,0.92,0.91,4.0,247.0,3.0,0,0,IT,low
Nellie Harmon,0,0.73,0.67,4.0,153.0,3.0,0,0,IT,high
Trevor Bryan,0,0.68,0.71,3.0,237.0,3.0,0,0,IT,low
Timothy Love,0,0.88,0.55,5.0,182.0,3.0,0,0,product_mng,medium
Sean Ross,0,0.8,0.55,4.0,144.0,5.0,1,0,product_mng,high
Robert Reid,0,0.66,0.9,3.0,176.0,2.0,1,0,product_mng,medium
Ethel Pittman,0,0.19,0.8,5.0,203.0,6.0,0,0,product_mng,medium
Joshua Parks,0,0.3,0.53,3.0,148.0,4.0,0,0,IT,medium
Frances Sanchez,0,0.8,0.8,3.0,175.0,2.0,0,0,RandD,medium
Bertie Garner,0,0.66,0.84,3.0,211.0,4.0,0,0,RandD,high
Lois Francis,0,0.22,0.67,6.0,175.0,5.0,0,0,RandD,medium
Eric Sparks,0,0.57,0.59,4.0,206.0,3.0,0,0,RandD,medium
Lottie Clark,0,0.83,0.73,4.0,262.0,2.0,0,0,RandD,medium
Olga Castro,0,0.57,0.5,4.0,177.0,2.0,0,0,marketing,high
Mary Owen,0,0.78,0.54,3.0,134.0,3.0,0,0,sales,medium
Jennie Holmes,0,0.88,0.89,2.0,201.0,3.0,0,0,accounting,high
Cornelia Hernandez,0,0.48,0.69,3.0,105.0,3.0,0,0,support,low
Cole Logan,0,0.91,0.82,4.0,259.0,3.0,0,0,technical,medium
Rose McKinney,0,0.3,0.97,3.0,171.0,4.0,1,0,management,medium
Carlos Palmer,0,0.63,0.98,4.0,228.0,3.0,0,0,marketing,medium
Nellie Fletcher,0,0.62,0.36,2.0,137.0,4.0,1,0,marketing,medium
Allen Rose,0,0.74,0.72,5.0,196.0,3.0,0,0,marketing,low
Chester Norton,0,0.5,0.53,3.0,207.0,4.0,0,0,sales,low
Verna Perry,0,0.36,0.74,6.0,280.0,3.0,0,0,sales,low
Bobby Elliott,0,0.57,0.65,4.0,162.0,3.0,1,0,sales,low
Oscar Garner,0,0.73,0.55,4.0,267.0,3.0,0,0,sales,low
Emily Burton,0,0.77,0.67,5.0,207.0,2.0,0,0,sales,low
Chase Swanson,0,0.86,0.5,4.0,196.0,2.0,0,0,sales,low
Isaiah Bradley,0,0.24,0.55,6.0,231.0,4.0,0,0,sales,low
Callie Simmons,0,0.83,0.62,4.0,242.0,3.0,0,0,sales,low
Etta Pratt,0,0.72,0.63,4.0,207.0,3.0,0,0,sales,low
Mittie Yates,0,0.52,0.82,4.0,206.0,2.0,1,0,sales,high
Cynthia Murray,0,0.99,0.54,4.0,236.0,4.0,0,0,sales,low
Blanche Byrd,0,0.15,0.68,5.0,246.0,2.0,0,0,sales,low
Alex Chapman,0,0.79,0.94,3.0,204.0,2.0,1,0,sales,low
Kyle McDonald,0,0.19,0.91,3.0,268.0,4.0,0,0,sales,low
Marion Wilson,0,0.59,0.62,3.0,212.0,2.0,1,0,sales,high
Tillie Park,0,0.15,0.74,6.0,178.0,3.0,0,0,sales,low
Frederick Malone,0,0.75,0.72,5.0,260.0,3.0,0,0,sales,low
Harvey Douglas,0,0.47,0.71,2.0,241.0,4.0,0,0,sales,low
Jeremy Ballard,0,0.64,0.64,3.0,234.0,3.0,1,0,sales,high
Alexander Padilla,0,0.66,0.76,3.0,207.0,2.0,0,0,accounting,low
Miguel Boyd,0,0.8,0.91,5.0,242.0,3.0,1,0,accounting,medium
Alan Parks,0,0.82,0.52,5.0,225.0,2.0,0,0,accounting,high
Steven Young,0,0.8,0.98,3.0,161.0,3.0,0,0,hr,medium
Jose Gonzales,0,0.98,0.98,4.0,259.0,2.0,0,0,hr,high
Wayne Carter,0,0.95,0.96,3.0,250.0,3.0,0,0,hr,medium
Ola Nguyen,0,0.88,0.61,3.0,236.0,3.0,0,0,hr,medium
Gabriel Harmon,0,0.9,0.97,4.0,239.0,4.0,0,0,technical,medium
Abbie Morton,0,0.66,0.83,4.0,266.0,3.0,1,0,technical,medium
Johnny Payne,0,0.99,0.62,5.0,133.0,3.0,0,0,technical,medium
Dorothy Douglas,0,0.86,0.95,5.0,275.0,2.0,0,0,technical,medium
Leo Montgomery,0,0.96,0.95,5.0,189.0,2.0,0,0,technical,medium
Laura Pittman,0,1.0,0.63,5.0,171.0,3.0,0,0,technical,medium
Leonard Stevenson,0,0.46,0.38,6.0,140.0,3.0,0,0,technical,high
Ora Phelps,0,0.19,0.85,6.0,116.0,3.0,0,0,technical,low
Myrtie Harrison,0,0.73,0.6,3.0,145.0,6.0,1,0,technical,medium
Mable Buchanan,0,0.63,0.5,4.0,167.0,3.0,1,0,technical,medium
Mamie Yates,0,0.68,0.89,4.0,227.0,3.0,0,0,technical,medium
Donald Wade,0,0.78,0.96,4.0,245.0,3.0,0,0,support,medium
Nellie Dixon,0,0.79,0.56,4.0,132.0,3.0,0,0,support,medium
Ora Baldwin,0,0.86,0.99,3.0,254.0,2.0,0,0,support,medium
Bradley George,0,0.98,0.53,4.0,166.0,2.0,0,0,support,medium
Sue Frazier,0,0.89,0.79,2.0,208.0,3.0,1,0,support,medium
Craig Rodgers,0,0.86,0.87,3.0,197.0,4.0,1,0,support,medium
Barbara Andrews,0,0.65,0.83,4.0,263.0,3.0,1,0,support,high
Ethan Green,0,0.52,0.98,4.0,272.0,2.0,0,0,support,low
Isabella Hayes,0,0.54,0.65,3.0,147.0,3.0,1,0,support,low
Ida Dunn,0,0.68,0.73,4.0,197.0,3.0,0,0,support,low
Alexander Adams,0,0.88,0.65,3.0,268.0,2.0,0,0,support,high
Betty Rios,0,0.75,0.85,4.0,181.0,3.0,0,0,technical,low
Olivia Watts,0,0.17,0.93,6.0,192.0,4.0,0,0,technical,low
Garrett Rose,0,0.92,0.83,5.0,270.0,3.0,0,0,technical,low
Tillie Day,0,0.79,0.66,3.0,183.0,3.0,0,0,management,high
Edna McCormick,0,0.52,0.66,5.0,184.0,3.0,0,0,IT,low
Blanche Perkins,0,0.95,0.73,4.0,238.0,3.0,1,0,IT,low
Earl Sharp,0,0.72,0.49,4.0,148.0,2.0,0,0,IT,low
Mitchell Obrien,0,0.4,0.41,4.0,127.0,3.0,0,0,IT,low
Loretta Schultz,0,0.61,0.59,3.0,162.0,2.0,1,0,IT,low
Duane Ballard,0,0.49,0.97,4.0,166.0,5.0,0,0,product_mng,low
Lida Johnston,0,0.32,0.55,4.0,283.0,4.0,0,0,product_mng,low
